Work_Order_ID,Batch_ID,Product_Code,Master_Recipe_ID,Batch_Phase,Phase_Step,Parameter_Name,Parameter_Value,Performed_By,Verified_By,Execution_Timestamp,Execution_Status,Equipment_ID
WO-2025067,B2025067,PROD-003,RECIPE-PROD-003-V2,Manufacturing,Heating Step,Temperature,75.7,OP-rachaelclark,OP-dana45,2025-04-25 15:35:43,Within Spec,EQP001
WO-2025067,B2025067,PROD-003,RECIPE-PROD-003-V2,Manufacturing,pH Adjustment,pH,6.75,OP-rachaelclark,OP-kyle12,2025-04-25 17:35:43,Within Spec,EQP001
WO-2025177,B2025177,PROD-001,RECIPE-PROD-001-V2,Dispensing,Dispense API-Alpha,MAT-002,62.36,OP-veronicascott,OP-hoffmanalvin,2025-02-02 03:05:48,,N/A
WO-2025177,B2025177,PROD-001,RECIPE-PROD-001-V2,Dispensing,Dispense Excipient X,MAT-001,70.21,OP-veronicascott,OP-cramos,2025-02-02 03:00:48,,N/A
WO-2025177,B2025177,PROD-001,RECIPE-PROD-001-V2,Dispensing,Dispense Coating Agent Z,MAT-003,87.68,OP-veronicascott,OP-wagnerjason,2025-02-02 03:04:48,,N/A
WO-2025177,B2025177,PROD-001,RECIPE-PROD-001-V2,Manufacturing,Heating Step,Temperature,78.5,OP-wagnerjason,OP-istanton,2025-02-02 04:50:48,Within Spec,EQP006
WO-2025177,B2025177,PROD-001,RECIPE-PROD-001-V2,Manufacturing,pH Adjustment,pH,6.15,OP-wagnerjason,OP-cody37,2025-02-02 06:50:48,Out of Spec,EQP006
WO-2025203,B2025203,PROD-002,RECIPE-PROD-002-V2,Dispensing,Dispense Coating Agent Z,MAT-003,66.88,OP-efigueroa,OP-kyle12,2024-12-28 01:37:25,,N/A
WO-2025203,B2025203,PROD-002,RECIPE-PROD-002-V2,Dispensing,Dispense Excipient X,MAT-001,98.22,OP-thomas69,OP-dana45,2024-12-28 01:34:25,,N/A
WO-2025203,B2025203,PROD-002,RECIPE-PROD-002-V2,Dispensing,Dispense API-Alpha,MAT-002,62.83,OP-hoffmanalvin,OP-thomas69,2024-12-28 01:48:25,,N/A
WO-2025203,B2025203,PROD-002,RECIPE-PROD-002-V2,Manufacturing,Heating Step,Temperature,78.3,OP-hoffmanalvin,OP-hoffmanalvin,2024-12-28 03:25:25,Within Spec,EQP006
WO-2025203,B2025203,PROD-002,RECIPE-PROD-002-V2,Manufacturing,pH Adjustment,pH,6.26,OP-hoffmanalvin,OP-garzaeric,2024-12-28 05:25:25,Out of Spec,EQP006
WO-2025109,B2025109,PROD-004,RECIPE-PROD-004-V3,Dispensing,Dispense Excipient X,MAT-001,71.17,OP-thomas69,OP-rachaelclark,2025-05-01 22:14:53,,N/A
WO-2025109,B2025109,PROD-004,RECIPE-PROD-004-V3,Dispensing,Dispense Coating Agent Z,MAT-003,83.16,OP-istanton,OP-cody37,2025-05-01 22:02:53,,N/A
WO-2025109,B2025109,PROD-004,RECIPE-PROD-004-V3,Dispensing,Dispense API-Alpha,MAT-002,63.39,OP-wagnerjason,OP-veronicascott,2025-05-01 22:04:53,,N/A
WO-2025109,B2025109,PROD-004,RECIPE-PROD-004-V3,Manufacturing,Heating Step,Temperature,83.2,OP-kyle12,OP-rachaelclark,2025-05-01 23:48:53,Out of Spec,EQP002
WO-2025109,B2025109,PROD-004,RECIPE-PROD-004-V3,Manufacturing,pH Adjustment,pH,7.86,OP-kyle12,OP-istanton,2025-05-02 01:48:53,Out of Spec,EQP002
WO-2025109,B2025109,Product D,RECIPE-PROD-004-V3,Packaging,Final Label Check,Label Verification,Pass,OP-kyle12,OP-kyle12,2025-05-02 05:48:53,Completed,PKG-LINE-01
WO-2025073,B2025073,PROD-003,RECIPE-PROD-003-V1,Dispensing,Dispense Excipient X,MAT-001,90.1,OP-cramos,OP-veronicascott,2025-03-23 09:41:30,,N/A
WO-2025073,B2025073,PROD-003,RECIPE-PROD-003-V1,Dispensing,Dispense Coating Agent Z,MAT-003,78.01,OP-john51,OP-cramos,2025-03-23 09:44:30,,N/A
WO-2025073,B2025073,PROD-003,RECIPE-PROD-003-V1,Manufacturing,Heating Step,Temperature,72.2,OP-thomas69,OP-efigueroa,2025-03-23 11:16:30,Within Spec,EQP002
WO-2025073,B2025073,PROD-003,RECIPE-PROD-003-V1,Manufacturing,pH Adjustment,pH,7.38,OP-thomas69,OP-wagnerjason,2025-03-23 13:16:30,Within Spec,EQP002
WO-2025089,B2025089,PROD-003,RECIPE-PROD-003-V3,Dispensing,Dispense Excipient X,MAT-001,98.75,OP-hoffmanalvin,OP-john51,2025-03-11 06:20:13,,N/A
WO-2025089,B2025089,PROD-003,RECIPE-PROD-003-V3,Dispensing,Dispense Coating Agent Z,MAT-003,50.77,OP-dsmith,OP-wagnerjason,2025-03-11 06:27:13,,N/A
WO-2025089,B2025089,PROD-003,RECIPE-PROD-003-V3,Dispensing,Dispense API-Alpha,MAT-002,57.4,OP-cramos,OP-hoffmanalvin,2025-03-11 06:16:13,,N/A
WO-2025089,B2025089,PROD-003,RECIPE-PROD-003-V3,Manufacturing,Heating Step,Temperature,73.7,OP-kyle12,OP-cramos,2025-03-11 08:10:13,Within Spec,EQP006
WO-2025089,B2025089,PROD-003,RECIPE-PROD-003-V3,Manufacturing,pH Adjustment,pH,6.57,OP-kyle12,OP-hoffmanalvin,2025-03-11 10:10:13,Within Spec,EQP006
WO-2025119,B2025119,PROD-003,RECIPE-PROD-003-V2,Dispensing,Dispense Excipient X,MAT-001,93.33,OP-cody37,OP-thomas69,2024-12-08 14:22:50,,N/A
WO-2025119,B2025119,PROD-003,RECIPE-PROD-003-V2,Dispensing,Dispense Coating Agent Z,MAT-003,84.21,OP-dana45,OP-hoffmanalvin,2024-12-08 13:59:50,,N/A
WO-2025119,B2025119,PROD-003,RECIPE-PROD-003-V2,Manufacturing,Heating Step,Temperature,82.0,OP-garzaeric,OP-garzaeric,2024-12-08 15:52:50,Out of Spec,EQP001
WO-2025119,B2025119,PROD-003,RECIPE-PROD-003-V2,Manufacturing,pH Adjustment,pH,7.83,OP-garzaeric,OP-cramos,2024-12-08 17:52:50,Out of Spec,EQP001
WO-2025162,B2025162,PROD-004,RECIPE-PROD-004-V1,Dispensing,Dispense Excipient X,MAT-001,74.4,OP-veronicascott,OP-thomas69,2025-02-01 05:28:19,,N/A
WO-2025162,B2025162,PROD-004,RECIPE-PROD-004-V1,Dispensing,Dispense API-Alpha,MAT-002,92.67,OP-garzaeric,OP-cramos,2025-02-01 05:42:19,,N/A
WO-2025162,B2025162,PROD-004,RECIPE-PROD-004-V1,Manufacturing,Heating Step,Temperature,84.8,OP-cramos,OP-dana45,2025-02-01 07:15:19,Out of Spec,EQP002
WO-2025162,B2025162,PROD-004,RECIPE-PROD-004-V1,Manufacturing,pH Adjustment,pH,6.8,OP-cramos,OP-john51,2025-02-01 09:15:19,Within Spec,EQP002
WO-2025162,B2025162,Product D,RECIPE-PROD-004-V1,Packaging,Final Label Check,Label Verification,Pass,OP-cramos,OP-john51,2025-02-01 13:15:19,Completed,PKG-LINE-01
WO-2025138,B2025138,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense API-Alpha,MAT-002,75.42,OP-cody37,OP-john51,2025-02-11 02:02:49,,N/A
WO-2025138,B2025138,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense Coating Agent Z,MAT-003,68.27,OP-cramos,OP-john51,2025-02-11 02:12:49,,N/A
WO-2025138,B2025138,PROD-002,RECIPE-PROD-002-V3,Manufacturing,Heating Step,Temperature,78.8,OP-dsmith,OP-efigueroa,2025-02-11 03:54:49,Within Spec,EQP004
WO-2025138,B2025138,PROD-002,RECIPE-PROD-002-V3,Manufacturing,pH Adjustment,pH,6.86,OP-dsmith,OP-dsmith,2025-02-11 05:54:49,Within Spec,EQP004
WO-2025100,B2025100,PROD-003,RECIPE-PROD-003-V2,Dispensing,Dispense API-Alpha,MAT-002,50.81,OP-istanton,,2024-09-24 09:28:02,,N/A
WO-2025100,B2025100,PROD-003,RECIPE-PROD-003-V2,Dispensing,Dispense Coating Agent Z,MAT-003,97.79,OP-thomas69,OP-dsmith,2024-09-24 09:26:02,,N/A
WO-2025100,B2025100,PROD-003,RECIPE-PROD-003-V2,Manufacturing,Heating Step,Temperature,76.3,OP-istanton,OP-veronicascott,2024-09-24 11:16:02,Within Spec,EQP007
WO-2025100,B2025100,PROD-003,RECIPE-PROD-003-V2,Manufacturing,pH Adjustment,pH,7.4,OP-istanton,OP-wagnerjason,2024-09-24 13:16:02,Within Spec,EQP007
WO-2025012,B2025012,PROD-002,RECIPE-PROD-002-V2,Dispensing,Dispense API-Alpha,MAT-002,99.38,OP-kyle12,OP-cramos,2024-09-10 14:42:49,,N/A
WO-2025012,B2025012,PROD-002,RECIPE-PROD-002-V2,Dispensing,Dispense Excipient X,MAT-001,70.35,OP-hoffmanalvin,OP-cramos,2024-09-10 14:45:49,,N/A
WO-2025012,B2025012,PROD-002,RECIPE-PROD-002-V2,Manufacturing,Heating Step,Temperature,74.9,OP-dana45,OP-garzaeric,2024-09-10 16:35:49,Within Spec,EQP001
WO-2025012,B2025012,PROD-002,RECIPE-PROD-002-V2,Manufacturing,pH Adjustment,pH,7.24,OP-dana45,OP-garzaeric,2024-09-10 18:35:49,Within Spec,EQP001
WO-2025163,B2025163,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense Excipient X,MAT-001,63.33,OP-cramos,OP-wagnerjason,2025-01-03 23:32:47,,N/A
WO-2025163,B2025163,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense Coating Agent Z,MAT-003,66.29,OP-rachaelclark,OP-dsmith,2025-01-03 23:50:47,,N/A
WO-2025163,B2025163,PROD-002,RECIPE-PROD-002-V3,Manufacturing,Heating Step,Temperature,77.8,OP-cramos,OP-efigueroa,2025-01-04 01:24:47,Within Spec,EQP006
WO-2025163,B2025163,PROD-002,RECIPE-PROD-002-V3,Manufacturing,pH Adjustment,pH,6.85,OP-cramos,OP-garzaeric,2025-01-04 03:24:47,Within Spec,EQP006
WO-2025157,B2025157,PROD-001,RECIPE-PROD-001-V1,Dispensing,Dispense Coating Agent Z,MAT-003,98.69,OP-kyle12,OP-john51,2024-10-05 22:40:20,,N/A
WO-2025157,B2025157,PROD-001,RECIPE-PROD-001-V1,Dispensing,Dispense API-Alpha,MAT-002,67.85,OP-thomas69,OP-dana45,2024-10-05 22:24:20,,N/A
WO-2025157,B2025157,PROD-001,RECIPE-PROD-001-V1,Dispensing,Dispense Excipient X,MAT-001,88.48,OP-dsmith,OP-john51,2024-10-05 22:45:20,,N/A
WO-2025157,B2025157,PROD-001,RECIPE-PROD-001-V1,Manufacturing,Heating Step,Temperature,79.4,OP-rachaelclark,OP-wagnerjason,2024-10-06 00:15:20,Within Spec,EQP007
WO-2025157,B2025157,PROD-001,RECIPE-PROD-001-V1,Manufacturing,pH Adjustment,pH,6.03,OP-rachaelclark,OP-hoffmanalvin,2024-10-06 02:15:20,Out of Spec,EQP007
WO-2025200,B2025200,PROD-003,RECIPE-PROD-003-V2,Dispensing,Dispense API-Alpha,MAT-002,99.61,OP-hoffmanalvin,,2024-07-28 01:29:55,,N/A
WO-2025200,B2025200,PROD-003,RECIPE-PROD-003-V2,Dispensing,Dispense Excipient X,MAT-001,82.28,OP-cramos,OP-john51,2024-07-28 01:27:55,,N/A
WO-2025200,B2025200,PROD-003,RECIPE-PROD-003-V2,Manufacturing,Heating Step,Temperature,78.4,OP-efigueroa,OP-cody37,2024-07-28 03:09:55,Within Spec,EQP004
WO-2025200,B2025200,PROD-003,RECIPE-PROD-003-V2,Manufacturing,pH Adjustment,pH,7.69,OP-efigueroa,OP-john51,2024-07-28 05:09:55,Out of Spec,EQP004
WO-2025033,B2025033,PROD-002,RECIPE-PROD-002-V1,Dispensing,Dispense API-Alpha,MAT-002,60.84,OP-efigueroa,OP-dsmith,2025-03-26 04:34:31,,N/A
WO-2025033,B2025033,PROD-002,RECIPE-PROD-002-V1,Dispensing,Dispense Excipient X,MAT-001,83.65,OP-hoffmanalvin,OP-dana45,2025-03-26 04:17:31,,N/A
WO-2025033,B2025033,PROD-002,RECIPE-PROD-002-V1,Dispensing,Dispense Coating Agent Z,MAT-003,69.46,OP-veronicascott,OP-cody37,2025-03-26 04:24:31,,N/A
WO-2025033,B2025033,PROD-002,RECIPE-PROD-002-V1,Manufacturing,Heating Step,Temperature,70.5,OP-john51,OP-kyle12,2025-03-26 06:07:31,Within Spec,EQP004
WO-2025033,B2025033,PROD-002,RECIPE-PROD-002-V1,Manufacturing,pH Adjustment,pH,6.71,OP-john51,OP-dana45,2025-03-26 08:07:31,Within Spec,EQP004
WO-2025093,B2025093,PROD-001,RECIPE-PROD-001-V3,Dispensing,Dispense Excipient X,MAT-001,60.63,OP-wagnerjason,OP-kyle12,2025-01-17 00:15:59,,N/A
WO-2025093,B2025093,PROD-001,RECIPE-PROD-001-V3,Dispensing,Dispense Coating Agent Z,MAT-003,80.66,OP-efigueroa,OP-rachaelclark,2025-01-17 00:12:59,,N/A
WO-2025093,B2025093,PROD-001,RECIPE-PROD-001-V3,Manufacturing,Heating Step,Temperature,79.0,OP-istanton,OP-dsmith,2025-01-17 02:03:59,Within Spec,EQP006
WO-2025093,B2025093,PROD-001,RECIPE-PROD-001-V3,Manufacturing,pH Adjustment,pH,6.09,OP-istanton,OP-cody37,2025-01-17 04:03:59,Out of Spec,EQP006
